data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8364799,840,USA31658,31658,"23 June 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","LGBT (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Washington Blade",Subnational,"On 23 June 2021, more than 100 people, including members of Casa Ruby, marched through Washington DC (District of Columbia) to demand that the Biden administration end the detention of transgender people and people with HIV/AIDS in ICE facilities. Demonstrators held a 'funeral' for three trans women who died while in ICE custody or immediately after the agency released them. [size=more than 100]",0,1625004362,USA
8364739,840,USA31663,31663,"19 June 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","BLM: Black Lives Matter",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,Twitter,"New media","On 19 June 2021, hundreds of people gathered in Washington DC (District of Columbia) for a Juneteenth celebration and to demonstrate support of the Black Lives Matter movement. [size=hundreds]",0,1625004361,USA
8569612,840,USA31618,31618,"19 June 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","Government of the United States (2021-); GOP: Republican Party",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"News2Share; Twitter","New media","On 19 June 2021, a group of people, including US Representative Paul Gosar (R), members of Citizens Against Political Persecution, and former Trump strategist Matt Braynard, gathered in Washington DC (District of Columbia) for a 'Rally Against Political Persecution,' demanding that charges be dropped against many of the people who entered the US Capital Building on 6 January 2021. Demonstrators referred to these individuals as 'non-violent protesters' and also claimed the 2020 election had been stolen, a claim originating from former President Donald Trump. [size=no report] [stop the steal]",0,1632861452,USA
8200133,840,USA31532,31532,"17 June 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","UFCW: United Food and Commercial Workers; Labour Group (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"UFCW Local 400; Youtube; Twitter","Other-New media","On 17 June 2021, a group of people, including members of United Food & Commercial Workers Local 400, gathered in Washington DC (District of Columbia) to call for hero pay for essential workers during the coronavirus pandemic. [size=no report]",0,1624394064,USA
8570251,840,USA31515,31515,"12 June 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","LGBT (United States); Government of the United States (2021-); DEM: Democratic Party",6,"Protesters (United States)",,6,66,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"NBC4 (Washington D.C.)",Subnational,"On 12 June 2021, a group of people, organized by Capital Pride Alliance and including members of the LGBT community and Vice President Kamala Harris (D), gathered in downtown Washington DC (District of Columbia) for an 'LGBTQ+ Pride March,' showing support for the LGBT community. Vice President Harris called for the passage of the Equality Act, which would provide non-discrimination protections for LGBT individuals, and for transgender people to be protected in housing and employment. A group of anti-LGBT counter-demonstrators demonstrated against the march nearby. [size=no report]",0,1632861454,USA
8260198,840,USA31156,31156,"09 June 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","SEIU: Service Employees International Union; Labour Group (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"SEIU; Twitter","Other-New media","On 9 June 2021, a group of people, including members of Service Employees International Union (SEIU) 32BJ gathered in Washington DC (District of Columbia) to 'Fast for Freedom,' demonstrating for a path to citizenship for undocumented immigrants. [size=no report]",0,1624483188,USA
8065714,840,USA30877,30877,"02 June 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","One Fair Wage; Labour Group (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Washington Post",Subnational,"On 2 June 2021, a group of people, including members of One Fair Wage, demonstrated outside a restaurant in Washington DC (District of Columbia) to advocate for higher wages for the restaurant's workers. [size=no report]",0,1623185146,USA
8065495,840,USA30802,30802,"01 June 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","Protestant Christian Group (United States); Health Workers (United States); MDA: Moms Demand Action for Gun Sense in America; Women (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"WUSA9; Washington Post",Subnational,"On 1 June 2021, community members, activists, clergy, and health workers gathered in Washington DC (District of Columbia) to call for an end to violence in the community. The TRIGGER Project and Moms Demand Action organized the event. [size=no report]",0,1623185145,USA
8065496,840,USA30804,30804,"30 May 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","Former Military Forces of the United States (2021-)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"ABC Columbia; Washington Examiner",Subnational-National,"On 30 May 2021, approximately 50,000 bikers, including many veterans, gathered outside of Kennedy Stadium in Washington DC (District of Columbia) for a caravan raising awareness for veteran mental health and demanding action for service members who are missing in action in honor of Memorial Day. [size=approximately 50000]",0,1623185145,USA
8065487,840,USA30772,30772,"29 May 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","BLM: Black Lives Matter; Palestinian Group (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Democracy Now!; AJ+",National,"On 29 May 2021, thousands of Palestinian-Americans and supporters, including members of Black Lives Matter and Al-Awda: The Palestine Right to Return Coalition, participated in a pro-Palestine demonstration in Washington DC (District of Columbia) to show support for Palestine amid the ongoing conflict and show solidarity between the BLM and Palestinian movements. [size=thousands]",0,1623185145,USA
8052111,840,USA30388,30388,"22 May 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","Stop Asian Hate",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,Twitter,"New media","On 22 May 2021, people with Stop Asian Hate protested in Washington DC (District of Columbia) against anti-Asian racism. [size=no report]",0,1622578606,USA
8005365,840,USA30035,30035,"21 May 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","African American Group (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,WUSA9,Subnational,"On 21 May 2021, people held a bike rally through historically Black neighborhoods in Washington DC (District of Columbia) to raise awareness for how Black people have been displaced in the city and to call for improved representation of DC natives in city leadership. [size=no report]",0,1621980621,USA
8004870,840,USA30108,30108,"18 May 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","Palestinian Group (United States); Women (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Twitter; WUSA9","New media-Subnational","On 18 May 2021, a pro-Palestinian demonstration was carried out by hundreds of people including groups of Palestinian women in Washington DC (District of Columbia) in support of Palestine and against violence in the Middle East. [size=hundreds]",0,1621980620,USA
8004843,840,USA29984,29984,"15 May 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","Palestinian Group (United States); Jewish Group (United States); Arab Ethnic Group (United States); CAIR: Council on American-Islamic Relations; Muslim Group (United States); Haredi Jewish Group (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"WUSA9; Channel 8 (Lancaster)",Subnational-National,"On 15 May 2021, a pro-Palestinian demonstration was carried out by thousands of people in Washington DC (District of Columbia) in commemoration of Nakba Day, in solidarity with Palestine, and to demand an end to Israeli airstrikes on the Gaza Strip. The Palestinian Youth Movement organized the event and various Arab groups were present in addition to CAIR and some Jewish groups including the Neturei Karta Haredi group. [size=thousands]",0,1621980620,USA
8004960,840,USA30185,30185,"14 May 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","Labour Group (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,ATU,Other,"On 14 May 2021, people with the Amalgamated Transit Union protested in Washington DC (District of Columbia) against the WMATA contractor, citing unfair labor practices and demanding a fair contract. [size=no report]",0,1621980620,USA
8260329,840,USA30285,30285,"13 May 2021",2021,1,Protests,"Protest with intervention","Protesters (United States)","We are CASA; Latinx Group (United States); Government of the United States (2021-)",6,"Police Forces of the United States (2021-)",,1,16,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,WJZ13,National,"On 13 May 2021, people with CASA protested in Washington DC (District of Columbia) in support of a pathway to citizenship for undocumented immigrants. One man, a Baltimore councilman, was arrested. [size=no report]",0,1624483189,USA
8571678,840,USA29263,29263,"07 May 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","Extinction Rebellion; Shutdown DC",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Twitter; Crowd Counting Consortium","Other-New media","On 7 May 2021, people with Shutdown DC and Extinction Rebellion protested at multiple Wells Fargo locations throughout Washington DC (District of Columbia) against the Line 3 pipeline. Demonstrators smeared an oil-like substance on multiple banks. [size=no report]",0,1632873582,USA
7974756,840,USA29310,29310,"06 May 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","Women (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Fox45 (Baltimore)",National,"On 6 May 2021, around a dozen mothers rallied in Washington DC (District of Columbia) to call for Congress to pass the George Floyd police reform bill and to remember their sons who had died from police violence. [size=around a dozen]",0,1620770180,USA
7974497,840,USA29356,29356,"05 May 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","DSA: Democratic Socialists of America; Students (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Twitter; Crowd Counting Consortium; Diamondback","Other-New media","On 5 May 2021, people including Democratic Socialists of America, University of Maryland students, and Universities Allied for Essential Medicines protested in Washington DC (District of Columbia) to call for the Biden administration to waive intellectual property rights of the coronavirus vaccine in order to support global distribution. [size=no report]",0,1620770180,USA
8417989,840,USA29536,29536,"01 May 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","We are CASA; Latinx Group (United States); SEIU: Service Employees International Union; Labour Group (United States); Haitian Group (United States); Korean Group (United States); Asian American Group (United States); MC: Cosecha Movement; DREAMers Movement (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"ABC7 (Washington D.C.); WTOP Radio; WAMU88.5",Subnational,"On 1 May 2021, hundreds to thousands of people including those with Movimiento Cosecha, CASA, the Haitian Bridge Alliance, Working Families United, the National Domestic Workers Alliance, and the SEIU as well as the National Korean American Service & Education Consortium and FIRM marched in Washington DC (District of Columbia) to call for citizenship for immigrant essential workers and for DACA and TPS holders in support of DREAMers. [size=hundreds to thousands]",0,1628032459,USA
7934278,840,USA28858,28858,"29 April 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","March for Our Lives; Students (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Twitter; Crowd Counting Consortium","Other-New media","On 29 April 2021, people with March for Our Lives protested in Washington DC (District of Columbia) to call for action against gun violence. [size=no report]",0,1620164854,USA
8417986,840,USA28977,28977,"28 April 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","SM: Sunrise Movement; DREAMers Movement (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Twitter; Crowd Counting Consortium","Other-New media","On 28 April 2021, people with the Sunrise Movement and United We Dream protested in Washington DC (District of Columbia) to call for an end to deportations and for citizenship for all, as well as in support of climate justice. [size=no report]",0,1628032459,USA
7934506,840,USA28892,28892,"24 April 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","BLM: Black Lives Matter",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,Dcist,National,"On 24 April 2021, about 50 people organized by Freedom Fighters DC protested in Washington DC (District of Columbia) in support of the Black Lives Matter movement, against police brutality, to call for the abolition of police, and against white supremacy. [size=about 50]",0,1620164854,USA
7934611,840,USA28871,28871,"24 April 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","Armenian Group (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"NBC4 (Washington D.C.)",Subnational,"On 24 April 2021, members of the Armenian community protested in Washington DC (District of Columbia) to honor victims of the Armenian Genocide after President Biden formally recognized the killings as a genocide. [size=no report]",0,1620164854,USA
8260447,840,USA28891,28891,"24 April 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","BLM: Black Lives Matter",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Twitter; Crowd Counting Consortium","Other-New media","On 24 April 2021, people protested in Washington DC (District of Columbia) to call for Mumia Abu-Jamal, a political activist and journalist accused of murder, to be freed, against the industrial-prison complex, as well as to call for police to be defunded, and against the shootings of Isaiah Brown and Adam Toledo. [size=no report]",0,1624483189,USA
7923546,840,USA28312,28312,"23 April 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","BLM: Black Lives Matter",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"ABC7 (Washington D.C.)",Subnational,"On 23 April 2021, people marched in Washington DC (District of Columbia) in support of the Black Lives Matter movement and to call for police reforms across the nation. [size=no report]",0,1619558727,USA
7923339,840,USA28465,28465,"22 April 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)",,6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Crowd Counting Consortium; Dcist; Twitter","Other-New media","On 22 April 2021, people rallied in communities across Washington DC (District of Columbia) in support of DC statehood as the US House votes on the measure. [size=no report]",0,1619558727,USA
7923300,840,USA28351,28351,"21 April 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","DSA: Democratic Socialists of America",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Crowd Counting Consortium; Twitter","Other-New media","On 21 April 2021, people with the Democratic Socialists of America protested in Washington DC (District of Columbia) to call for Senator Warner to pass the PRO Act, which would give workers protections when trying to unionize and limit the actions companies can take to disrupt unionization. [size=no report]",0,1619558727,USA
7923613,840,USA28297,28297,"20 April 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","BLM: Black Lives Matter",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Fox5 (Washington D.C.)",Subnational,"On 20 April 2021, people rallied in Washington DC (District of Columbia) in support of the Black Lives Matter movement and to celebrate the verdict convicting Derek Chauvin in George Floyd's murder. [size=no report]",0,1619558727,USA
7898817,840,USA28213,28213,"16 April 2021",2021,1,Riots,"Violent demonstration","Rioters (United States)","BLM: Black Lives Matter",5,"Police Forces of the United States (2021-)",,1,15,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Washington Post",Subnational,"On 16 April 2021, about 175 people demonstrated in Washington DC (District of Columbia) against the deaths of Daunte Wright and Adam Toledo and other victims of police violence, as well as in support of the Black Lives Matter movement. Demonstrators interacted briefly with police after confronting diners and later threw fireworks and a scooter at officers, but none were arrested. [size=about 175]",0,1618952550,USA
7898859,840,USA27937,27937,"16 April 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","PSL: Party for Socialism and Liberation; BLM: Black Lives Matter",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"WTOP Radio",Subnational,"On 16 April 2021, more than 200 people with the Party for Socialism and Liberation protested in Washington DC (District of Columbia) against the death of Daunte Wright, a Black man killed by police in Minnesota, and against racist policing and the deaths of two men in Takoma park by an off-duty Pentagon officer. [size=more than 200]",0,1618952550,USA
7898298,840,USA27822,27822,"15 April 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","African American Group (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"WAMU88.5; Crowd Counting Consortium",Other-Subnational,"On 15 April 2021, dozens of family members and supporters held a vigil in Washington DC (District of Columbia) against police violence and the deaths of two men killed in Takoma Park by an off-duty Pentagon officer. [size=dozens]",0,1618952549,USA
7898402,840,USA27998,27998,"15 April 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)",,6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Twitter; Crowd Counting Consortium","Other-New media","On 15 April 2021, hundreds of people held a bike ride rally in Washington DC (District of Columbia) to remember a cyclist recently killed in a bike crash and to call for safer streets, calling for the Vision Zero bill to be funded. [size=hundreds]",0,1618952549,USA
7898401,840,USA27997,27997,"14 April 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)",,6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Crowd Counting Consortium; Twitter","Other-New media","On 14 April 2021, people protested in Washington DC (District of Columbia) in support of statehood for DC. [size=no report]",0,1618952549,USA
7898344,840,USA27894,27894,"13 April 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","BLM: Black Lives Matter",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Twitter; Crowd Counting Consortium","Other-New media","On 13 April 2021, people with Black Lives Matter and the Yemeni Liberation Movement protested in Washington DC (District of Columbia) in solidarity with the activists on a hunger strike against the alleged blockade on Yemen and the famine in Yemen. [size=no report]",0,1618952549,USA
7898650,840,USA27888,27888,"12 April 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","BLM: Black Lives Matter",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Fox5 (Washington D.C.)",Subnational,"On 12 April 2021, hundreds of people in black bloc marched in Washington DC (District of Columbia) against police brutality after Daunte Wright, a Black man, was killed by police in Minnesota and after an off-duty Pentagon police officer killed two in Takoma Park, as well as against ICE. Demonstrators set off fireworks and entered the Red Line train, continuing to demonstrate. [size=hundreds]",0,1618952550,USA
7898353,840,USA27907,27907,"10 April 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","Cancel the Rents Movement",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Crowd Counting Consortium; Twitter","Other-New media","On 10 April 2021, people with Stomp Out Slumlords protested outside a landlord's home in Washington DC (District of Columbia) to call for rents to be canceled during the coronavirus pandemic and to criticize the city's response to assisting people struggling with affordable housing. [size=no report]",0,1618952549,USA
8260545,840,USA27513,27513,"03 April 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","Abolish ICE",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Instagram; Crowd Counting Consortium","Other-New media","On 3 April 2021, people protested in Washington DC (District of Columbia) to call for ICE to be abolished and to remember the lives of migrant children who have died in ICE detention and other victims of immigration and asylum policies. [size=no report]",0,1624483189,USA
7803451,840,USA27381,27381,"31 March 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)",,6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Crowd Counting Consortium; Instagram","Other-New media","On 31 March 2021, people protested in Washington DC (District of Columbia) in solidarity with Haiti and against the Biden administration's deportations. [size=no report]",0,1617744380,USA
7803965,840,USA27080,27080,"27 March 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","Burmese Group (United States); Asian American Group (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Crowd Counting Consortium; Twitter","Other-New media","On 27 March 2021, members of Burmese diaspora groups marched in Washington DC (District of Columbia) against the coup in Myanmar and the treatment of Burmese protesters by the military junta. [size=no report]",0,1617746752,USA
8571675,840,USA27380,27380,"27 March 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","Extinction Rebellion",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Twitter; Crowd Counting Consortium","Other-New media","On 27 March 2021, people with Extinction Rebellion protested outside the Bank of America, Chase Bank, and Citibank in Washington DC (District of Columbia) against the banks' funding of the Line 3 Pipeline and to support indigenous people's rights. Demonstrators entered the Chase Bank at one point with a large makeshift pipeline snake and poured fake oil outside the bank. [size=no report]",0,1632873582,USA
7789710,840,USA26922,26922,"22 March 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)",,6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"New York Times; Twitter; Crowd Counting Consortium","Other-New media","On 22 March 2021, people protested across Washington DC (District of Columbia) in support of DC Statehood. [size=no report]",0,1617140132,USA
